episode no.,Episode_title,description,Episode_runtime,Released_on,Lead Cast Matches,Supporting Cast Matches,place_matches_cleaned,channel_title,publish_date,view_count,like_count,comment_count,released_datetime,release_year,release_month,release_day_of_week,release_quarter,publish_year,publish_month,publish_hour,publish_day_of_week,publish_time_category,runtime_minutes,runtime_category,description_length,description_word_count,title_length,title_word_count,lead_cast_count,supporting_cast_count,total_cast_count,has_jethalal,has_tapu,has_daya,has_taarak,has_bhide,has_champaklal,like_to_view_ratio,comment_to_view_ratio,comment_to_like_ratio,engagement_score,view_category
1754,Gokuldham Mein Janmashtami,Tappu and his friends remind Bhide about the festival of Janmashtami and ask him whether the society will be celebrating the auspicious day or not. Bhide then walks out of his home to write information about the same. What will happen on the eve of Janmashtami?,18 mins,03-Sep-15,Bhide,"Anjali, Komal, Madhavi, Roshan",Gokuldham Society,Taarak Mehta Ka Ooltah Chashmah,2023-11-06 08:30:24+00:00,4294455,27612,498,2015-09-03,2015,9,Thursday,3,2023.0,11.0,8.0,Monday,Morning,18,Standard,261,46,26,3,1,4,5,False,False,False,False,True,False,0.006429685156862709,0.00011596346545406449,0.018034983522254012,3.904196480299251,Below_Avg
1755,Gokuldham Ke Nand Aur Yashoda,"Jethalal is talking to Daya about the festival of Janmashtami and tells her that he will come home soon. Meanwhile, Nattu and Bagha are listening to Jethalal and afterward inform him about the order placement for Electronic Products. Who will become Yashoda and Nandlal in Gokuldham?",20 mins,04-Sep-15,"Jethalal, Daya, Bagha, Nattu","Anjali, Bagha, Komal, Madhavi, Nattu, Roshan",Gokuldham Society,Sony SAB,2015-09-08 01:08:45+00:00,4723309,38838,903,2015-09-04,2015,9,Friday,3,2015.0,9.0,1.0,Tuesday,Night,20,Standard,283,46,29,5,4,6,10,True,False,True,False,False,False,0.008222623541541843,0.00019117949065379999,0.023249826205618065,5.0100459211866255,Below_Avg
1756,Janmashtami Celebration In Gokuldham,"Amidst the discussion that who will become Nand and Yashoda, it is decided that a lucky draw will decide the faith of Gokuldham residents. Daya is to declare the results of the lucky draw. Who will win the lucky draw?",20 mins,07-Sep-15,Daya,"Anjali, Komal, Madhavi, Roshan",Gokuldham Society,Sony SAB,2015-09-08 20:57:40+00:00,3960331,32501,499,2015-09-07,2015,9,Monday,3,2015.0,9.0,20.0,Tuesday,Evening,20,Standard,217,40,36,4,1,4,5,False,False,True,False,False,False,0.008206635201291205,0.00012599953741251996,0.015352901359916312,4.974380935739731,Below_Avg
1757,Jethalal Ka Vachan,"Tappu and his friends pay a visit to Bhide for thanking him as he organized a very good function on the eve of Janmashtami. Meanwhile, Jethalal is impressed by Daya's cooking and has promised her to give whatever she asks for. Can Jethalal fulfill his promise?",20 mins,08-Sep-15,"Jethalal, Jetha",,Gokuldham Society,Sony SAB,2015-09-09 22:46:06+00:00,6415412,49011,858,2015-09-08,2015,9,Tuesday,3,2015.0,9.0,22.0,Wednesday,Night,20,Standard,260,46,18,3,2,0,2,True,False,False,False,False,False,0.007639570515569302,0.00013374041546506828,0.01750591691830572,4.637238475527608,Average
1758,Babita concerned about water leakage,"Jethalal is stopped by Bhide and Abdul as they recognized that Jethalal is wearing two different shoes. Meanwhile, Babita calls Iyer and inquires about the availability of Plumber.",19 mins,09-Sep-15,Babita,Abdul,Gokuldham Society,Sony SAB,2015-09-11 00:06:54+00:00,4413841,42671,883,2015-09-09,2015,9,Wednesday,3,2015.0,9.0,0.0,Friday,Night,19,Standard,180,28,36,5,1,1,2,False,False,False,False,False,False,0.009667541339268601,0.00020005247129371644,0.020692725909261342,5.880545792078648,Below_Avg
1759,Popatlal's Advice To Iyer,"Iyer and Babita pay a visit to Popatlal and tell him about the leakage. Popatlal denies any problem being created on his front and advises Iyer to get his ceiling repaired. Meanwhile, Taarak and Anjali are busy in the household discussion. Can Iyer convince Popatlal Can Bhide to handle the situation?",20 mins,10-Sep-15,"Iyer, Popat, Popatlal",Anjali,Gokuldham Society,Sony PAL,2019-02-19 20:45:21+00:00,5449099,54591,1288,2015-09-10,2015,9,Thursday,3,2019.0,2.0,20.0,Tuesday,Evening,20,Standard,301,51,25,4,3,1,4,False,False,False,False,False,False,0.010018351654401644,0.00023636930869317868,0.02359320046893318,6.105558716118258,Below_Avg
1760,Popatlal Ki Shikayat,"As discussed with Bhide, Iyer couple have decided to complain against Popatlal. They want to sort out the water leakage problem of their bathroom. The reason behind the leakage is the water pipeline connection of their bathroom with Popatlal's house. However, to solve their problem they met Bhide and discussed everything with him. Bhide, who is a little skeptical about the whole issue, is trying to avoid getting into their personal problem.",20 mins,11-Sep-15,"Popat, Popatlal",,Gokuldham Society,Sony PAL,2019-02-20 21:26:21+00:00,3422435,37718,658,2015-09-11,2015,9,Friday,3,2019.0,2.0,21.0,Wednesday,Night,20,Standard,444,72,20,3,2,0,2,False,False,False,False,False,False,0.011020805063995352,0.00019226071722013209,0.017444789098332407,6.689387325285264,Below_Avg
1761,Fight Between Iyer And Popatlal,"Bhide tries to make Popatlal understand the seriousness of Iyer's situation but Popatlal is adamant about his decision of not getting his bathroom fixed. Meanwhile, Daya wakes Jethalal forcibly as he intends to sleep for a few more hours. Can this war between Iyer and Popatlal end?",20 mins,14-Sep-15,"Iyer, Popat, Popatlal",,Gokuldham Society,Sony SAB,2015-09-15 19:52:34+00:00,9643321,72683,1336,2015-09-14,2015,9,Monday,3,2015.0,9.0,19.0,Tuesday,Evening,20,Standard,282,47,31,5,3,0,3,False,False,False,False,False,False,0.00753713295065746,0.00013854146942308886,0.0183809366573111,4.577696358163712,Average
1762,Popatlal Agrees For Floor Repair,"Popatlal and Iyer are still fighting over the water leakage problem, the situation comes under control after Champaklal joins the discussion as a moderator. Will Popatlal agree for floor repair? Can Iyer find his cool again?",19 mins,15-Sep-15,"Popat, Popatlal",,Gokuldham Society,Sony SAB,2015-09-16 21:54:34+00:00,9971956,71848,1032,2015-09-15,2015,9,Tuesday,3,2015.0,9.0,21.0,Wednesday,Night,19,Standard,224,36,32,5,2,0,2,False,False,False,False,False,False,0.0072050049955089054,0.0001034902176172641,0.014363456693899707,4.3643990843522475,Average
1763,Jethalal Tries To Fix Water Flow,"Jethalal seeks Bhide's help for ending his water trouble but Bhide refuses to help Jethalal. After Bhide said no, Jethalal himself tries to rectify the problem but unknowingly creates a massive inconvenience for the entire society. Can Jethalal fix his problem pertaining to water supply Will Bhide spend his day in peace?",20 mins,16-Sep-15,"Jethalal, Jetha","Anjali, Inspector, Komal, Madhavi, Roshan",Gokuldham Society,Sony SAB,2015-09-17 20:53:16+00:00,8492088,64579,1140,2015-09-16,2015,9,Wednesday,3,2015.0,9.0,20.0,Thursday,Evening,20,Standard,322,52,32,6,2,5,7,True,False,False,False,False,False,0.007604607064292426,0.00013424258742460187,0.017652524001238772,4.616461273545295,Average
1764,Problem Of Water Shortage Solved,"The water shortage has made a mess and Gokuldham residents are in pain as their daily chores are incomplete. After much discussion finally, the problem has been rectified and everybody has now resumed their routine work.",20 mins,17-Sep-15,Gokuldham Members,"Anjali, Komal, Madhavi, Roshan",Gokuldham Society,Sony SAB,2015-09-18 23:17:16+00:00,10939138,84321,1436,2015-09-17,2015,9,Thursday,3,2015.0,9.0,23.0,Friday,Night,20,Standard,220,36,32,5,1,4,5,False,False,False,False,False,False,0.007708193487622746,0.00013127175731106441,0.017029956594957426,4.677424795498073,Above_Avg
1765,Sodhi Breaks Bhide's Door,"Bhide is in trouble as his living room's door has got stuck. He called Sodhi but instead of resolving the problem, Sodhi increases Bhide's tension. Bhide is thinking that his horoscope has proved to be a hundred percent true. What did Sodhi do? Why the two men are arguing at Bhide's doorstep?",18 mins,18-Sep-15,"Bhide, Sodhi",Inspector,Gokuldham Society,Sony SAB,2015-09-22 00:30:26+00:00,9647228,74076,1328,2015-09-18,2015,9,Friday,3,2015.0,9.0,0.0,Tuesday,Night,18,Standard,293,52,25,4,2,1,3,False,False,False,False,True,False,0.007678474305938005,0.0001376561082980408,0.017927291871971056,4.662147026882019,Average
1766,Home Trouble In Gokuldham,"Bhide's door gets repaired and now he is relieved from the discomfort caused by the earlier events. On the other hand, women of Gokuldham are racing to get their grocery bags full. What is the issue discussed by Gokuldham's women? Why Daya is pressuring Jethalal?",20 mins,21-Sep-15,"Jethalal, Daya, Bhide","Anjali, Inspector, Komal, Madhavi, Roshan",Gokuldham Society,Sony SAB,2015-09-22 22:16:54+00:00,7357205,58864,846,2015-09-21,2015,9,Monday,3,2015.0,9.0,22.0,Tuesday,Night,20,Standard,263,45,25,4,3,5,8,True,False,True,False,True,False,0.008000863371230873,0.00011498930436364021,0.01437186783317761,4.84651374448398,Average
1767,Jethalal Talks About Renovation,"Jethalal is sitting with other members of Gokuldham to discuss the renovation of the society flats as everyone is experiencing some or other house-related problems. On the other hand, Tappu Sena is all set to decorate Gokuldham society for the Ganesha Chaturthi celebrations. What is Tappu Sena's plan for Ganeshotsav?",20 mins,22-Sep-15,"Jethalal, Jetha","Anjali, Komal, Madhavi, Roshan",Gokuldham Society,Sony SAB,2015-09-23 23:16:22+00:00,9227004,62457,987,2015-09-22,2015,9,Tuesday,3,2015.0,9.0,23.0,Wednesday,Night,20,Standard,318,50,31,4,2,4,6,True,False,False,False,False,False,0.006768935315413832,0.00010696862091220282,0.01580261936021006,4.10414863761318,Average
1768,Gokuldham Mein Ganpatiji Ka Aagman,"There is chaos in the society as they want to bring Ganesha in the prescribed Muhurat. Meanwhile, the home trouble of Gokuldham residents is getting bigger day by day. Can Ganpatiji be brought in Gokuldham on time? Why Bhide and other men of Gokuldham are worried?",19 mins,23-Sep-15,Bhide,"Anjali, Inspector, Komal, Madhavi, Roshan",Gokuldham Society,Sony SAB,2023-04-01 15:45:01+00:00,246419,3112,50,2015-09-23,2015,9,Wednesday,3,2023.0,4.0,15.0,Saturday,Afternoon,19,Standard,264,46,34,5,1,5,6,False,False,False,False,True,False,0.012628845061277493,0.00020290560831101373,0.016061676839061997,7.658469280090901,Low
1769,Ganpatiji Ki Sthapana,Inspector Pandey unveils the plot about how he got the opportunity to bring Ganpatiji in Gokuldham. Tappu Sena also discloses the mystery behind Ganpati's pandal and shows everybody their creativity.,20 mins,24-Sep-15,Tapu Sena,"Anjali, Inspector, Komal, Madhavi, Roshan",Gokuldham Society,Sony SAB,2015-09-26 00:25:32+00:00,4310086,36171,619,2015-09-24,2015,9,Thursday,3,2015.0,9.0,0.0,Saturday,Night,20,Standard,199,30,21,3,1,5,6,False,True,False,False,False,False,0.008392173986279164,0.00014361659056998154,0.017112683843857127,5.09275102799549,Below_Avg
1770,Jo Bhi Hoga Dekha Jayega,"Tapu Sena has planned a game for the seniors of the society. The secretary of Gokuldham Society, Bhide, has got nervous about the plans of Tapu Sena. Not only Bhide but everyone in the society is getting nervous and trying to figure out about the tough rules of their tricky game which are going to be played tonight.",21 mins,25-Sep-15,"Tapu, Bhide","Anjali, Gogi, Goli, Komal, Madhavi, Pinku, Roshan, Sonu",Gokuldham Society,Sony PAL,2021-02-24 06:00:05+00:00,1795527,21656,330,2015-09-25,2015,9,Friday,3,2021.0,2.0,6.0,Wednesday,Morning,21,Standard,317,58,24,5,2,8,10,False,True,False,False,True,False,0.01206107618483254,0.00018378994925169644,0.015237567530128827,7.310161690600203,Low
1771,The Wheel Of Fortune,"Tapu Sena along with the society members are excited to see  Tapu Sena execute the game. Tapu Sena tells the members that when the wheel will be spun, wherever it lands, the person gets paired up according to it!",20 mins,30-Jun-20,Tapu Sena,"Anjali, Gogi, Goli, Komal, Madhavi, Pinku, Roshan, Sonu",Gokuldham Society,Sony PAL,2021-02-25 05:30:03+00:00,2028060,24036,422,2020-06-30,2020,6,Tuesday,2,2021.0,2.0,5.0,Thursday,Morning,20,Standard,212,39,20,4,1,8,9,False,True,False,False,False,False,0.011851714519435065,0.00020808052617746705,0.017556267421059202,7.194260922132027,Low
1772,Champaklal's Gangnam Style,Game of Wheels is on and Gokuldham residents are waiting for their names to come up so that they can perform their tasks. Everything is fine but now Taarak and Popatlal are going to perform but Popatlal is far from convinced. What is the task assigned to Taarak and Popatlal?,21 mins,29-Sep-15,Champaklal,"Anjali, Komal, Madhavi, Roshan",Gokuldham Society,Sony PAL,2021-02-25 06:00:02+00:00,1712136,19318,417,2015-09-29,2015,9,Tuesday,3,2021.0,2.0,6.0,Thursday,Morning,21,Standard,275,50,26,3,1,4,5,False,False,False,False,False,True,0.011282975603003731,0.00024355527624249696,0.021584968166054142,6.867207472299238,Low
1773,Qawwali In Gokuldham,"Popatlal, after much consideration, has agreed to do Qawwali and now Taarak and Popatlal have spell bounded the entire audience. The next couple is Iyer and Daya. What will be the task assigned to Daya and Iyer? Why Bhide is alone on stage?",18 mins,30-Sep-15,"Daya, Taarak, Popatlal, Iyer, Bhide","Anjali, Komal, Madhavi, Roshan",Gokuldham Society,Sony PAL,2021-02-26 05:30:00+00:00,3806796,35802,789,2015-09-30,2015,9,Wednesday,3,2021.0,2.0,5.0,Friday,Morning,18,Standard,240,43,20,3,5,4,9,False,False,True,True,True,False,0.009404756807363251,0.00020726085472905437,0.02203725944753233,5.7257584263095715,Below_Avg
1774,Roshan And Tapu Sena's Act,Bhide spins the wheel of fortune and it lands on Roshan and Tapu Sena. Will they perform a rocking act? Watch to find out!,19 mins,30-Jun-20,"Tapu, Roshan, Tapu Sena","Gogi, Goli, Pinku, Roshan, Sonu",Gokuldham Society,Sony PAL,2021-02-26 06:00:10+00:00,1105498,13993,310,2020-06-30,2020,6,Tuesday,2,2021.0,2.0,6.0,Friday,Morning,19,Standard,122,24,26,5,3,5,8,False,True,False,False,False,False,0.012657632435669322,0.0002804163549673044,0.022152351007574674,7.706746003388515,Low
1775,Gokuldham Prepares For The Visarjan,All the members are excited to celebrate Ganesh Chaturthi but feeling a little low as it is the day of the Visarjan. Champaklal lifts everybody's spirit and asks everybody to happily bid farewell to Bappa. Actor Diganath and Anushka Ranjan also come to take Ganesh Ji's blessings for their upcoming movie. Watch the episode to find out more.,20 mins,30-Jun-20,Bapuji,"Anjali, Komal, Madhavi, Roshan",Gokuldham Society,Sony SAB,2015-10-05 22:32:00+00:00,4939188,34800,644,2020-06-30,2020,6,Tuesday,2,2015.0,10.0,22.0,Monday,Night,20,Standard,341,58,35,5,1,4,5,False,False,False,False,False,False,0.007045691104349317,0.00013038577790807358,0.0185052153673745,4.279568973772819,Below_Avg
1776,Ghar Ka Renovation,Women of Gokuldham are discussing about getting their houses renovated but everyone is worried as the men would not agree with their plans to renovate their house. Can women of Gokuldham change their husband's minds?,19 mins,05-Oct-15,"Daya,Anjali,Babita,Komal,Roshan,Madhavi","Anjali, Komal, Madhavi, Roshan",Gokuldham Society,Sony SAB,2015-10-06 21:11:29+00:00,11768416,89365,1338,2015-10-05,2015,10,Monday,4,2015.0,10.0,21.0,Tuesday,Night,19,Standard,216,35,18,3,6,4,10,False,False,True,False,False,False,0.007593629627502153,0.00011369413575334728,0.014972137054360719,4.601655430802631,Above_Avg
1777,Mobile Par Hungama,"Jeethalal is having a busy day as different types of customers are coming to his shop for buying or complaining. Meanwhile, Daya is trying to tell Jethalal about the ice cream party.",19 mins,06-Oct-15,"Jethalal, Daya","Abdul, Bagha, Nattu",Gokuldham Society,Sony SAB,2015-10-07 23:05:24+00:00,15267492,122041,2027,2015-10-06,2015,10,Tuesday,4,2015.0,10.0,23.0,Wednesday,Night,19,Standard,182,32,18,3,2,3,5,True,False,True,False,False,False,0.007993519302743416,0.00013276573960112507,0.016609036233427837,4.8492178774865,Above_Avg
1778,Discussion On Home Renovation,"After much hustle, the residents of Gokuldham are sitting under one roof and discussing about the most pressing issue i.e. home renovation. Ladies of Gokuldham have started the discussion but the course of discussion seems to be moving in the wrong direction. Will men of Gokuldham agree with their wives?",20 mins,07-Oct-15,Gokuldham Members,"Anjali, Komal, Madhavi, Roshan",Gokuldham Society,Sony SAB,2015-10-08 23:02:59+00:00,8707075,74601,1112,2015-10-07,2015,10,Wednesday,4,2015.0,10.0,23.0,Thursday,Night,20,Standard,305,50,29,4,1,4,5,False,False,False,False,False,False,0.008567859060837416,0.0001277122193489525,0.014905766601431596,5.19180032424203,Average
1779,Saptrangi The Interior Designer,"For the renovation purpose, Saptrangi has been called by Babita as he is a famous architect and interior decorator. After meeting Saptrangi, residents of Gokuldham are now jotting down their renovation plans. Why Taarak is suspicious about Saptrangi?",19 mins,08-Oct-15,"Taarak, Babita","Anjali, Komal, Madhavi, Roshan, Saptrangi",Gokuldham Society,Sony SAB,2015-10-09 22:53:29+00:00,8444274,64874,847,2015-10-08,2015,10,Thursday,4,2015.0,10.0,22.0,Friday,Night,19,Standard,250,38,31,4,2,5,7,False,False,False,True,False,False,0.0076826015258858816,0.00010030464427082254,0.013055876685934489,4.649682773239858,Average
